block_time,transaction_signature,block_num,program_id,trade_type,wallet_address,token_address,is_buy,amount_in_sol,amount_in_token,change_in_sol,change_in_tokens,price_in_sol,virtual_sol_reserves,virtual_token_reserves,real_sol_reserves,real_token_reserves,fee_recipient,fee_basis_points,fee_amount,creator_address,creator_fee_basis_points,creator_fee_amount,ingested_at
1757812513,4HY3VWMe1fGssJrTZbnkM4P8hJE3CPJDdoDT9ecDJZ9PCn8QPkj1LsVjc3wwXSLjYTkRQNpFPmEBDT43SMgUjSe8,366663278,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,7wCWnwQpWxmGdUTRx9Zobeg6uQLSKi5jao9RLkMe7KpK,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,9771073,142848578529,9771073,-142848578529,0.0000000684,46918967938,686076472890537,16918967938,406176472890537,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,92826,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,29314,1757812532
1757812513,473vKwGrkuutBFfZyg4UzHWtXttGWR4ku2pKCVAZ9dcjoJUKtQbprTLwDpW7fajNzCx5LDfX6ft27JS3XptL3ZG1,366663280,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,6d2CGFwJenqWue87fW8yW1nGvdwJU2wu4crAM9ppYfD2,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,197530863,2876301958395,-197530863,2876301958395,0.0000000687,47116498801,683200170932142,17116498801,403300170932142,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,1876544,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,592593,1757812536
1757812513,4kBuHizAPnDnudQnSW6gLwB8vnfmae9icawZjWHxZ27V6QGf8VdimRC9gsZXmMJtwRV8ptYxZsvRkqh5ySt7ZKTR,366663280,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,AA5hft59Dq6KR4yN8RwznfuiTnTRkVFPc93hnJQt5C1v,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9777777,141750619883,-9777777,141750619883,0.0000000690,47126276578,683058420312259,17126276578,403158420312259,7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,95,92889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,29334,1757812536
1757812514,2S8VR2DWs1za7iUyp2xVUAhpqyxUhV5xpKt4w1vEcNKCGhvk2pgaCT1Xs9CRKVcdhHpyzyQW9SspWh5UyHehpmNb,366663281,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,AVZRhs2y1fDxaW1HNfDSx6MaVJt8hfcsTpwAsUvyT65j,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,97777777,1414277846565,-97777777,1414277846565,0.0000000691,47224054355,681644142465694,17224054355,401744142465694,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,928889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,293334,1757812536
1757812514,5aNKd8q2owwMUvcMXTr5GMqMCe8BdsKgcB7FerDEaXjfTY9KPWfJGMU28tciwMjxbGEDxRKFke9Ti3AxhkRwyYyM,366663281,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,8Vj6FVp8z3K7WBK8PG5HWQgzeMmyWddjzUTTnouMf5D1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9527620,137496375067,-9527620,137496375067,0.0000000693,47233581975,681506646090627,17233581975,401606646090627,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,90513,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,28583,1757812536
1757812514,2GF9ynoNdcQyqpgrtim2N1H6gy9srt6DATRdje7cNoD4t3YTHGc7nRh1fTS7wGnw6WUmz62cruxWX7LaU8BTdR51,366663283,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,8NWtvyUnqFuEqkPRuvJ6WewaYkE1jvk15fujkRpjwjWF,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,233563254,3386698863949,233563254,-3386698863949,0.0000000690,47000018721,684893344954576,17000018721,404993344954576,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,2218851,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,700690,1757812536
1757812515,465bA9sbfR7Q92zyiDmATiXyf8VMuuApYPNvxeE35Bf6iV441vWxT4yXTtaju7XFPFa4icZXV15Wyn1oFzqYdYNR,366663285,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,5Ez2Mzyyk78qnqzcQfshwWudXzd7s7ERCwRKtKQJVmC5,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,97777777,1421878595840,-97777777,1421878595840,0.0000000688,47097796498,683471466358736,17097796498,403571466358736,9rPYyANsfQZw3DnDmKE3YCQF5E8oD89UXoHn9JFEhJUz,95,928889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,293334,1757812536
1757812517,2VwfePYVwZG7Ft8sHCC5G2NtN9yS4CNENvF7VxHHS9MLXRdfBopruw3DuYdxkP6EhJ1cYG8945eYv8qcAXuGhyR6,366663289,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,8Vj6FVp8z3K7WBK8PG5HWQgzeMmyWddjzUTTnouMf5D1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9404902,136454329524,-9404902,136454329524,0.0000000689,47107201400,683335012029212,17107201400,403435012029212,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,89347,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,28215,1757812536
1757812518,5mPseNe9gZhXPyJ7f1spC7szpdPkPCuvMjQd16iEYnwpt4YcqFpaxpAVZUYgtZQZgK4YZW4DoZABZpGpmQbdQ2v8,366663291,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,85k6cxafvgEA7TwuJdHmWCsLsJweog85jkxPuvbo8p6m,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,945689463,13999167138774,945689463,-13999167138774,0.0000000676,46161511937,697334179167986,16161511937,417434179167986,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,8984050,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,2837069,1757812538
1757812518,2JBvETqiQd4XxRxW1UUN5Rp2fjcveV5fRtcYuwxEX2fSzLNpYjk9p35tpgCz2r2AMm2D8PdaVfw1Pvy6AcvwB4nS,366663291,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,5FLqyMUkAKqFMRfXJwMUT2V8gyWU1cr6tfKH6LTqXEtW,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,142495756,2145973221078,-142495756,2145973221078,0.0000000664,46304007693,695188205946908,16304007693,415288205946908,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,1353710,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,427488,1757812538
1757812518,2Y66Zy5cNPeKqGhi9jTSW68pYfmiZBH7nuMfjwX75NJsgSDPHFDdTr9DyJxdp7Gv7PSU3PMM4c6bYhTi1wk7GsNm,366663292,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,FtcfsxyhvJVzgEAe3HThDcUqnc3Gc42uyMtYpMZHL6y1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,688053881,10485957292720,688053881,-10485957292720,0.0000000656,45615953812,705674163239628,15615953812,425774163239628,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,6536512,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,2064162,1757812538
1757812518,5aiNs2JH9U5NorswjWU6zpievQGACAztUSVUcYvm98L1pzaeEm8BQ9XEc4G5ZZziaYQozNe5mnETi3Unmx3ipoCo,366663293,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,CjvSKWhShSpEZXSuzXNsNPurpvnnjvU6j4K3YRKcAH3Y,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,48153683,745719789121,48153683,-745719789121,0.0000000646,45567800129,706419883028749,15567800129,426519883028749,7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,95,457460,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,144462,1757812538
1757812519,2HNhj8K5bzDnSuUgdTx8mRr2G3MYenwe8WUWkYhFJs6oJib79DrYdZG5M9WWxucgqiifqmWf5AMj3zYc5bLSGXC8,366663294,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,H7DtZi56cFQoVJbAm5ERoG4Gx2HsfpwVjZ3MMSPFaPVo,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,48888888,757093144780,-48888888,757093144780,0.0000000646,45616689017,705662789883969,15616689017,425762789883969,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,464445,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,146667,1757812538
1757812519,3iBVyQCLJjVLwpqaDcZr7j4raJvpvnKes23mC3sy1S9KGhhetzz83JmENav3sycs6GY8wK6Yn74t38wEaXATxHkn,366663295,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,E8A9EdSUA8mggP623aHopXBBZyoq8cGz4eiSjZAvFtm6,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,48888888,755472079476,-48888888,755472079476,0.0000000647,45665577905,704907317804493,15665577905,425007317804493,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,464445,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,146667,1757812538
1757812520,2Jpkhj6d33rN422qFeZK7VRoZYRknPiYCqFvMsV1kr2oXYvd1SvD4jY84ZPcTLoGpafWXeiRP6JqSw4hShmUyAiA,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,As7HjL7dzzvbRbaD3WCun47robib2kmAKRXMvjHkSMB5,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,2933333333,42546799492387,-2933333333,42546799492387,0.0000000689,48598911238,662360518312106,18598911238,382460518312106,7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,95,27866667,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,8800000,1757812540
1757812520,2YWeJUhn86togn8wLwGRDtW6jmTFvDft9Y6hsNTM71rbKBM3tFCGz4e77fUiv9FRP1qVAsVQBE1oP4xG3vy2UD8u,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,B7vBS4AVpF6FbnP5uLTb46JsYng34ypUzPsCZ9sckxYt,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,626850862,8655064194197,626850862,-8655064194197,0.0000000724,47972060376,671015582506303,17972060376,391115582506303,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,5955084,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1880553,1757812540
1757812520,4vTbTzxJg2CKjYqhv5tYVa1hdC3aSeWY1mBg9VyC9coNuqeapCWbW6NXoWaYC3RiLno63M5nfbStLGzWdwo2cJyq,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,nRcn5hr4Vq2jcMeJ8KVXAUpiahvbKZYPxMhZn57AneY,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,580560898,8220153688959,580560898,-8220153688959,0.0000000706,47391499478,679235736195262,17391499478,399335736195262,7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,95,5515329,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1741683,1757812540
1757812520,hZu5T8hdjoDeTtsSSxsBacb1RS9E6TJVsgotmkWw5p9LPEsMyBGZUAF88j91ZH7fzniAZrXUeiz9zBtcRybwk55,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,B2iqcTVw3arp2cBZYVJGU77grgdUsNXKb59AJpUpuNPb,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,484662299,7018165658070,484662299,-7018165658070,0.0000000691,46906837179,686253901853332,16906837179,406353901853332,9rPYyANsfQZw3DnDmKE3YCQF5E8oD89UXoHn9JFEhJUz,95,4604292,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1453987,1757812540
1757812520,4VQjmFWSPrcWN76AwiBmAAfxCKS9BgkK8duZ36dMHgmFwTe2PNBNZqXr9aNj28zfjHw4x2BBfXWvZnibVChJEGzb,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,7bbntwdHi8HNjr3C2JmHHKBMaXGdZHw23yAw5j7Jiv8i,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,458944830,6780774425334,458944830,-6780774425334,0.0000000677,46447892349,693034676278666,16447892349,413134676278666,9rPYyANsfQZw3DnDmKE3YCQF5E8oD89UXoHn9JFEhJUz,95,4359976,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1376835,1757812540
1757812520,5uf7QFngGiU2KNjBps4QpnxAy7zHkCwV9bfKHfiv1gKzjkNkghGS1v9hsNA9EnEZHzKJJJmeAQSeYY1gaSPAWwpm,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,CNnSp5gqb7nmBaDh8rV7n4zhgeAABLBZJa4cVb6Jf9KP,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,39460500,588278169594,-39460500,588278169594,0.0000000671,46487352849,692446398109072,16487352849,412546398109072,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,374875,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,118382,1757812540
1757812520,2AE8HARtt55AWKLbtDcQbxPYyJMPtvqJWJGbDsq6ZeGoeab7JnBvC7KdEjDaERtT3BdL4kBEqSi8999BTZpsa6fF,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,55NMzKv4PmP4E3xiWs7VcpUor5EZARzrsfdjVypFfPDf,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,29333333,436655369234,-29333333,436655369234,0.0000000672,46516686182,692009742739838,16516686182,412109742739838,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,278667,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,88000,1757812540
1757812520,4wrd92nY1wz4z2vrLFQMoYgjBAWVmo1c7A3MV5pkDuYY5Kco85TVNXFN1vGjJoJKpfShikAZQwKKg4pgfSnD8uoS,366663296,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,6rUVQZgGwfun2aZ9qKnUggxPpbs6gdGxDfohWKaRYSmo,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,39111111,581351226594,-39111111,581351226594,0.0000000673,46555797293,691428391513244,16555797293,411528391513244,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,371556,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,117334,1757812540
1757812521,5mc9jxx7NJFU6v7mJAYnCP6MMGxbEREobNy5ZLc2C7BoFsEtT7yxV1sA7uxHA9QK2P6TqTNbNXyL424b6vhQpSuu,366663298,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,8Vj6FVp8z3K7WBK8PG5HWQgzeMmyWddjzUTTnouMf5D1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9404901,139649664886,-9404901,139649664886,0.0000000673,46565202194,691288741848358,16565202194,411388741848358,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,89347,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,28215,1757812540
1757812521,4erR8mifhCvwfumSJqticj9VHwwQiapWMGcqcLnD5PF4qJNdek17ThjzvRg7GpxtbdAPRx8esZ8aqvE6SiV5sk3r,366663298,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,SXUTovicfzQVBf5tY75vAK6haEXu8AgFSxakLQ5EAb5,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,488888888,7182444215109,-488888888,7182444215109,0.0000000681,47054091082,684106297633249,17054091082,404206297633249,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,4644445,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1466667,1757812540
1757812521,3R95SrAEZLhspd2HsQ2FqCp98t6FLbzLdmZZjRbHv6j68BxZGZaPoA4v8SCaB2eFkKgQV55vWwTVBWn2iVnFx4M4,366663298,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,GAesWRsvcpVTafpDS8N5VR3eXvtpMynSS8shcZfdL29s,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9777777,142126837098,-9777777,142126837098,0.0000000688,47063868859,683964170796151,17063868859,404064170796151,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,92889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,29334,1757812540
1757812521,5XdTe9DGCuGKXDWsqPvpjuUaVCQ5VZkhAJNeevqTFukPLqW55FL3ynm3YPzSwnk86attp8AonfJ4XTArAPHno2uQ,366663299,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,FtcfsxyhvJVzgEAe3HThDcUqnc3Gc42uyMtYpMZHL6y1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,686638572,10126438756969,686638572,-10126438756969,0.0000000678,46377230287,694090609553120,16377230287,414190609553120,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,6523067,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,2059916,1757812540
1757812521,2BYGgK52iceCP2FMm3kV6VqVEgTpVsHfmjYgeqiRt85cQpkTovPqf91icD9KC1QgP9fuLw4Qf8r3DugDRrpkQwxG,366663299,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,Eq1xbNNAuzG5rz9qAz5UwiSqS5a1ihtLnF6AUeUJcZjj,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,834,12481979,834,-12481979,0.0000000668,46377229453,694090622035099,16377229453,414190622035099,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,8,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,3,1757812540
1757812523,4VnXLUWETK5foPTynU2Q6WSvs5ivT597TvSEibZ7be6esSaLUXV2qmr1pFTs9dE2DrwLWDVaBkPGeuQxfSdXPLL6,366663303,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,CexMbwXxvDimvTqY3osWXmKGJ7CG6SNJKZMeQgvTsQNW,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,97777777,1460282463718,-97777777,1460282463718,0.0000000670,46475007230,692630339571381,16475007230,412730339571381,7VtfL8fvgNfhz17qKRMjzQEXgbdpnHHHQRh54R9jP2RJ,95,928889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,293334,1757812542
1757812524,4LozqzcZ25GbkqBjQH8MvZewCwod4awVyBnDH6T8sgbkJqEGWgTeHDTTqMVxLcwnMQG58gywY2MrHfZ1sLBSeamK,366663304,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,RPSyZMCMZsitpaBuQ8aPmk59oGzAnRHAR7RH5kMcpiz,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,195555555,2902208638209,-195555555,2902208638209,0.0000000674,46670562785,689728130933172,16670562785,409828130933172,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,1857778,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,586667,1757812542
1757812525,3xD25CVe17Ur5KHU36vXYsoFm5FXAKhcC8SuMuQQV13rEkPHwLkhNK5gyPM7GnMC2hrAZotkH2HqsFFyBhQ7tvyh,366663306,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,3hNHGLzHp96ewU4DN58qpdix6LoR3HLZJbuNPbjYH3YG,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,13688888,202244028691,-13688888,202244028691,0.0000000677,46684251673,689525886904481,16684251673,409625886904481,7hTckgnGnLQR6sdH7YkqFTAA7VwTfYFaZ6EhEsU3saCX,95,130045,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,41067,1757812544
1757812525,2pLJdixJ1fGnfDkGEqFnBzJx3a2pZc1ffXew9dLUbxnny57X5pAWFXWXmfqzosWNxeJv1j93GKf4BN6YEG7RUEZz,366663307,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,7bsTkeWcSPG6nzsbXucxV89YUULoSExNJdX2WqfLHwZ4,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,977777776,14145496865871,-977777776,14145496865871,0.0000000691,47662029449,675380390038610,17662029449,395480390038610,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,9288889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,2933334,1757812544
1757812525,533MNo2Fy5YWgUffdZnE5ym6w4L3y5DH8ncT6eajwUHZu2LCjfk5YKwj44CKYLcQVDyCBPxtnPnJZyBPs5qDjvrb,366663307,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,9F636phky8wNW5e67fa6DwoMciDkKegBTFzhfrodGigs,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,977777776,13576779461135,-977777776,13576779461135,0.0000000720,48639807225,661803610577475,18639807225,381903610577475,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,9288889,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,2933334,1757812544
1757812526,3m9PitPVPvTkChtTZ9jHXA4CwX8MTzmeHj9Kt339fjyJiyyFBVTGVWS3573KMfiyTr5Kba5WfeHHXHYQWPEgMGn5,366663309,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,8Vj6FVp8z3K7WBK8PG5HWQgzeMmyWddjzUTTnouMf5D1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,9404905,127940399079,-9404905,127940399079,0.0000000735,48649212130,661675670178396,18649212130,381775670178396,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,89347,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,28215,1757812544
1757812526,3M75zq3gdmALHHptPGwMxTgJi7PhR6nHXQoSVqBJyroQQtaNLGaMHZECnvW2od553r51bSL76HHSSwS1SFidMhe6,366663309,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,ForP7b14orHu6Dio4rofKjVYNRUUtXjNrpwc9kxiQR9c,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,11584,157554483,11584,-157554483,0.0000000735,48649200546,661675827732879,18649200546,381775827732879,62qc2CNXwrYqQScmEdiZFFAnJR262PxWEuNQtxfafNgV,95,111,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,35,1757812544
1757812527,282DHKmVyBF3hnfGKgL6iQHPuT2vJe8BhNiFFE2KzXqJvKd13nBeLdDpJroFcSWnJGeGQZdxVg7jRWUiQfMeLo8x,366663311,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,DTvi6ARgZw5ubRxfZgLs3PQKqXchB5UtU8DZibEThBgb,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,293333333,3965703459372,-293333333,3965703459372,0.0000000740,48942533879,657710124273507,18942533879,377810124273507,G5UZAVbAf46s7cKWoyKu8kYTip9DGTpbLZ2qa9Aq69dP,95,2786667,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,880000,1757812544
1757812527,5tWmxAghPN92ShyCAAWPRRhoh2xrCcW1MKru3DVod7T4eJfb85hu3EY1RCiFqSmgPb7HzMsDa6J6649oYhRmf4e8,366663311,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,EL1DKLyxiEu4MbPMikdbngDYxDVLGeGv1pJwTcD7H5xU,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,true,19555555,262690719656,-19555555,262690719656,0.0000000744,48962089434,657447433553851,18962089434,377547433553851,CebN5WGQ4jvEPvsVU4EoHEpgzq1VV7AbicfhtW4xC9iM,95,185778,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,58667,1757812544
1757812528,5u6UsH22f7tu8VZYFmKeAqCZ4dHZ7vi7SRGAP8W1DkmUojUrWyfaLmB8EH91tbrg54wWFbrvdxLfUdDx423ZZgsr,366663314,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,trade,FtcfsxyhvJVzgEAe3HThDcUqnc3Gc42uyMtYpMZHL6y1,8gQkv453h8zzwBNDvJdtVo74DYX5kqAAog1tdHNypump,false,475666792,6449762531362,475666792,-6449762531362,0.0000000737,48486422642,663897196085213,18486422642,383997196085213,AVmoTthdrX6tKt4nDjco2D775W2YK3sDhxPcMmzUAmTY,95,4518835,8n1vwEpQuNAUjqcUBe1F7uSbvRqPnAXhtQPG6VBcomWP,30,1427001,1757812545
